,date,oil_price
0,2013-01-01,93.14
1,2013-01-02,93.14
2,2013-01-03,92.97
3,2013-01-04,93.12
4,2013-01-05,93.16
5,2013-01-06,93.18
6,2013-01-07,93.2
7,2013-01-08,93.21
8,2013-01-09,93.08
9,2013-01-10,93.81
10,2013-01-11,93.6
11,2013-01-12,93.935
12,2013-01-13,94.10249999999999
13,2013-01-14,94.27
14,2013-01-15,93.26
15,2013-01-16,94.28
16,2013-01-17,95.49
17,2013-01-18,95.61
18,2013-01-19,95.85
19,2013-01-20,95.97
20,2013-01-21,96.03
21,2013-01-22,96.09
22,2013-01-23,95.06
23,2013-01-24,95.35
24,2013-01-25,95.15
25,2013-01-26,95.55000000000001
26,2013-01-27,95.75
27,2013-01-28,95.95
28,2013-01-29,97.62
29,2013-01-30,97.98
30,2013-01-31,97.65
31,2013-02-01,97.46
32,2013-02-02,96.835
33,2013-02-03,96.5225
34,2013-02-04,96.21
35,2013-02-05,96.68
36,2013-02-06,96.44
37,2013-02-07,95.84
38,2013-02-08,95.71
39,2013-02-09,96.36
40,2013-02-10,96.685
41,2013-02-11,97.01
42,2013-02-12,97.48
43,2013-02-13,97.03
44,2013-02-14,97.3
45,2013-02-15,95.95
46,2013-02-16,96.32
47,2013-02-17,96.505
48,2013-02-18,96.5975
49,2013-02-19,96.69
50,2013-02-20,94.92
51,2013-02-21,92.79
52,2013-02-22,93.12
53,2013-02-23,92.93
54,2013-02-24,92.83500000000001
55,2013-02-25,92.74
56,2013-02-26,92.63
57,2013-02-27,92.84
58,2013-02-28,92.03
59,2013-03-01,90.71
60,2013-03-02,90.41999999999999
61,2013-03-03,90.27499999999999
62,2013-03-04,90.13
63,2013-03-05,90.88
64,2013-03-06,90.47
65,2013-03-07,91.53
66,2013-03-08,92.01
67,2013-03-09,92.03999999999999
68,2013-03-10,92.05499999999999
69,2013-03-11,92.07
70,2013-03-12,92.44
71,2013-03-13,92.47
72,2013-03-14,93.03
73,2013-03-15,93.49
74,2013-03-16,93.6
75,2013-03-17,93.655
76,2013-03-18,93.71
77,2013-03-19,92.44
78,2013-03-20,93.21
79,2013-03-21,92.46
80,2013-03-22,93.41
81,2013-03-23,93.97999999999999
82,2013-03-24,94.26499999999999
83,2013-03-25,94.55
84,2013-03-26,95.99
85,2013-03-27,96.53
86,2013-03-28,97.24
87,2013-03-29,97.16999999999999
88,2013-03-30,97.13499999999999
89,2013-03-31,97.11749999999999
90,2013-04-01,97.1
91,2013-04-02,97.23
92,2013-04-03,95.02
93,2013-04-04,93.26
94,2013-04-05,92.76
95,2013-04-06,93.06
96,2013-04-07,93.21000000000001
97,2013-04-08,93.36
98,2013-04-09,94.18
99,2013-04-10,94.59
100,2013-04-11,93.44
101,2013-04-12,91.23
102,2013-04-13,89.99000000000001
103,2013-04-14,89.37
104,2013-04-15,88.75
105,2013-04-16,88.73
106,2013-04-17,86.65
107,2013-04-18,87.83
108,2013-04-19,88.04
109,2013-04-20,88.42500000000001
110,2013-04-21,88.6175
111,2013-04-22,88.81
112,2013-04-23,89.21
113,2013-04-24,91.07
114,2013-04-25,93.27
115,2013-04-26,92.63
116,2013-04-27,93.36
117,2013-04-28,93.725
118,2013-04-29,94.09
119,2013-04-30,93.22
120,2013-05-01,90.74
121,2013-05-02,93.7
122,2013-05-03,95.25
123,2013-05-04,95.525
124,2013-05-05,95.6625
125,2013-05-06,95.8
126,2013-05-07,95.28
127,2013-05-08,96.24
128,2013-05-09,96.09
129,2013-05-10,95.81
130,2013-05-11,95.285
131,2013-05-12,95.02250000000001
132,2013-05-13,94.76
133,2013-05-14,93.96
134,2013-05-15,93.95
135,2013-05-16,94.85
136,2013-05-17,95.72
137,2013-05-18,96.005
138,2013-05-19,96.14750000000001
139,2013-05-20,96.29
140,2013-05-21,95.55
141,2013-05-22,93.98
142,2013-05-23,94.12
143,2013-05-24,93.84
144,2013-05-25,94.245
145,2013-05-26,94.4475
146,2013-05-27,94.54875000000001
147,2013-05-28,94.65
148,2013-05-29,93.13
149,2013-05-30,93.57
150,2013-05-31,91.93
151,2013-06-01,92.67
152,2013-06-02,93.03999999999999
153,2013-06-03,93.41
154,2013-06-04,93.36
155,2013-06-05,93.66
156,2013-06-06,94.71
157,2013-06-07,96.11
158,2013-06-08,95.965
159,2013-06-09,95.8925
160,2013-06-10,95.82
161,2013-06-11,95.5
162,2013-06-12,95.98
163,2013-06-13,96.66
164,2013-06-14,97.83
165,2013-06-15,97.845
166,2013-06-16,97.85249999999999
167,2013-06-17,97.86
168,2013-06-18,98.46
169,2013-06-19,98.24
170,2013-06-20,94.89
171,2013-06-21,93.81
172,2013-06-22,94.44
173,2013-06-23,94.755
174,2013-06-24,95.07
175,2013-06-25,95.25
176,2013-06-26,95.47
177,2013-06-27,97.0
178,2013-06-28,96.36
179,2013-06-29,97.15
180,2013-06-30,97.545
181,2013-07-01,97.94
182,2013-07-02,99.65
183,2013-07-03,101.92
184,2013-07-04,102.505
185,2013-07-05,103.09
186,2013-07-06,103.06
187,2013-07-07,103.045
188,2013-07-08,103.03
189,2013-07-09,103.46
190,2013-07-10,106.41
191,2013-07-11,104.77
192,2013-07-12,105.85
193,2013-07-13,106.025
194,2013-07-14,106.11250000000001
195,2013-07-15,106.2
196,2013-07-16,105.88
197,2013-07-17,106.39
198,2013-07-18,107.94
199,2013-07-19,108.0
200,2013-07-20,107.305
201,2013-07-21,106.95750000000001
202,2013-07-22,106.61
203,2013-07-23,107.13
204,2013-07-24,105.41
205,2013-07-25,105.47
206,2013-07-26,104.76
207,2013-07-27,104.685
208,2013-07-28,104.64750000000001
209,2013-07-29,104.61
210,2013-07-30,103.14
211,2013-07-31,105.1
212,2013-08-01,107.93
213,2013-08-02,106.94
214,2013-08-03,106.775
215,2013-08-04,106.6925
216,2013-08-05,106.61
217,2013-08-06,105.32
218,2013-08-07,104.41
219,2013-08-08,103.45
220,2013-08-09,106.04
221,2013-08-10,106.11500000000001
222,2013-08-11,106.1525
223,2013-08-12,106.19
224,2013-08-13,106.78
225,2013-08-14,106.89
226,2013-08-15,107.43
227,2013-08-16,107.58
228,2013-08-17,107.36
229,2013-08-18,107.25
230,2013-08-19,107.14
231,2013-08-20,104.9
232,2013-08-21,103.93
233,2013-08-22,104.93
234,2013-08-23,106.48
235,2013-08-24,106.18
236,2013-08-25,106.03
237,2013-08-26,105.88
238,2013-08-27,109.11
239,2013-08-28,110.17
240,2013-08-29,108.51
241,2013-08-30,107.98
242,2013-08-31,108.325
243,2013-09-01,108.4975
244,2013-09-02,108.58375000000001
245,2013-09-03,108.67
246,2013-09-04,107.29
247,2013-09-05,108.5
248,2013-09-06,110.62
249,2013-09-07,110.12
250,2013-09-08,109.87
251,2013-09-09,109.62
252,2013-09-10,107.48
253,2013-09-11,107.65
254,2013-09-12,108.72
255,2013-09-13,108.31
256,2013-09-14,107.42500000000001
257,2013-09-15,106.98250000000002
258,2013-09-16,106.54
259,2013-09-17,105.36
260,2013-09-18,108.23
261,2013-09-19,106.26
262,2013-09-20,104.7
263,2013-09-21,104.16
264,2013-09-22,103.89
265,2013-09-23,103.62
266,2013-09-24,103.22
267,2013-09-25,102.68
268,2013-09-26,103.1
269,2013-09-27,102.86
270,2013-09-28,102.61
271,2013-09-29,102.485
272,2013-09-30,102.36
273,2013-10-01,102.09
274,2013-10-02,104.15
275,2013-10-03,103.29
276,2013-10-04,103.83
277,2013-10-05,103.44999999999999
278,2013-10-06,103.25999999999999
279,2013-10-07,103.07
280,2013-10-08,103.54
281,2013-10-09,101.63
282,2013-10-10,103.08
283,2013-10-11,102.17
284,2013-10-12,102.315
285,2013-10-13,102.38749999999999
286,2013-10-14,102.46
287,2013-10-15,101.15
288,2013-10-16,102.34
289,2013-10-17,100.72
290,2013-10-18,100.87
291,2013-10-19,100.075
292,2013-10-20,99.67750000000001
293,2013-10-21,99.28
294,2013-10-22,97.63
295,2013-10-23,96.9
296,2013-10-24,96.65
297,2013-10-25,97.4
298,2013-10-26,98.07
299,2013-10-27,98.405
300,2013-10-28,98.74
301,2013-10-29,98.29
302,2013-10-30,96.81
303,2013-10-31,96.29
304,2013-11-01,94.56
305,2013-11-02,94.57
306,2013-11-03,94.57499999999999
307,2013-11-04,94.58
308,2013-11-05,93.4
309,2013-11-06,94.74
310,2013-11-07,94.25
311,2013-11-08,94.56
312,2013-11-09,94.845
313,2013-11-10,94.9875
314,2013-11-11,95.13
315,2013-11-12,93.12
316,2013-11-13,93.91
317,2013-11-14,93.76
318,2013-11-15,93.8
319,2013-11-16,93.41499999999999
320,2013-11-17,93.2225
321,2013-11-18,93.03
322,2013-11-19,93.35
323,2013-11-20,93.34
324,2013-11-21,95.35
325,2013-11-22,94.53
326,2013-11-23,94.195
327,2013-11-24,94.0275
328,2013-11-25,93.86
329,2013-11-26,93.41
330,2013-11-27,92.05
331,2013-11-28,92.3
332,2013-11-29,92.55
333,2013-11-30,93.08
334,2013-12-01,93.345
335,2013-12-02,93.61
336,2013-12-03,95.83
337,2013-12-04,96.97
338,2013-12-05,97.14
339,2013-12-06,97.48
340,2013-12-07,97.28999999999999
341,2013-12-08,97.195
342,2013-12-09,97.1
343,2013-12-10,98.32
344,2013-12-11,97.25
345,2013-12-12,97.21
346,2013-12-13,96.27
347,2013-12-14,96.725
348,2013-12-15,96.9525
349,2013-12-16,97.18
350,2013-12-17,96.99
351,2013-12-18,97.59
352,2013-12-19,98.4
353,2013-12-20,99.11
354,2013-12-21,98.86500000000001
355,2013-12-22,98.7425
356,2013-12-23,98.62
357,2013-12-24,98.87
358,2013-12-25,99.025
359,2013-12-26,99.18
360,2013-12-27,99.94
361,2013-12-28,99.42
362,2013-12-29,99.16
363,2013-12-30,98.9
364,2013-12-31,98.17
365,2014-01-01,96.655
366,2014-01-02,95.14
367,2014-01-03,93.66
368,2014-01-04,93.39
369,2014-01-05,93.255
370,2014-01-06,93.12
371,2014-01-07,93.31
372,2014-01-08,91.9
373,2014-01-09,91.36
374,2014-01-10,92.39
375,2014-01-11,91.92
376,2014-01-12,91.685
377,2014-01-13,91.45
378,2014-01-14,92.15
379,2014-01-15,93.78
380,2014-01-16,93.54
381,2014-01-17,93.96
382,2014-01-18,94.235
383,2014-01-19,94.3725
384,2014-01-20,94.44125
385,2014-01-21,94.51
386,2014-01-22,96.35
387,2014-01-23,97.23
388,2014-01-24,96.66
389,2014-01-25,96.24
390,2014-01-26,96.03
391,2014-01-27,95.82
392,2014-01-28,97.49
393,2014-01-29,97.34
394,2014-01-30,98.25
395,2014-01-31,97.55
396,2014-02-01,96.995
397,2014-02-02,96.7175
398,2014-02-03,96.44
399,2014-02-04,97.24
400,2014-02-05,97.4
401,2014-02-06,97.84
402,2014-02-07,99.98
403,2014-02-08,100.05000000000001
404,2014-02-09,100.08500000000001
405,2014-02-10,100.12
406,2014-02-11,99.96
407,2014-02-12,100.38
408,2014-02-13,100.27
409,2014-02-14,100.31
410,2014-02-15,101.42500000000001
411,2014-02-16,101.98250000000002
412,2014-02-17,102.26125000000002
413,2014-02-18,102.54
414,2014-02-19,103.46
415,2014-02-20,103.2
416,2014-02-21,102.53
417,2014-02-22,102.85
418,2014-02-23,103.00999999999999
419,2014-02-24,103.17
420,2014-02-25,102.2
421,2014-02-26,102.93
422,2014-02-27,102.68
423,2014-02-28,102.88
424,2014-03-01,104.11
425,2014-03-02,104.725
426,2014-03-03,105.34
427,2014-03-04,103.64
428,2014-03-05,101.75
429,2014-03-06,101.82
430,2014-03-07,102.82
431,2014-03-08,102.10499999999999
432,2014-03-09,101.7475
433,2014-03-10,101.39
434,2014-03-11,100.29
435,2014-03-12,98.29
436,2014-03-13,98.57
437,2014-03-14,99.23
438,2014-03-15,98.83000000000001
439,2014-03-16,98.63000000000001
440,2014-03-17,98.43
441,2014-03-18,100.08
442,2014-03-19,100.71
443,2014-03-20,99.68
444,2014-03-21,99.97
445,2014-03-22,100.00999999999999
446,2014-03-23,100.03
447,2014-03-24,100.05
448,2014-03-25,99.66
449,2014-03-26,100.61
450,2014-03-27,101.25
451,2014-03-28,101.73
452,2014-03-29,101.65
453,2014-03-30,101.61
454,2014-03-31,101.57
455,2014-04-01,99.69
456,2014-04-02,99.6
457,2014-04-03,100.29
458,2014-04-04,101.16
459,2014-04-05,100.795
460,2014-04-06,100.61250000000001
461,2014-04-07,100.43
462,2014-04-08,102.57
463,2014-04-09,103.55
464,2014-04-10,103.37
465,2014-04-11,103.68
466,2014-04-12,103.86500000000001
467,2014-04-13,103.95750000000001
468,2014-04-14,104.05
469,2014-04-15,103.7
470,2014-04-16,103.71
471,2014-04-17,104.33
472,2014-04-18,104.34
473,2014-04-19,104.345
474,2014-04-20,104.3475
475,2014-04-21,104.35
476,2014-04-22,101.69
477,2014-04-23,101.47
478,2014-04-24,102.2
479,2014-04-25,100.85
480,2014-04-26,100.99
481,2014-04-27,101.06
482,2014-04-28,101.13
483,2014-04-29,101.56
484,2014-04-30,100.07
485,2014-05-01,99.69
486,2014-05-02,100.09
487,2014-05-03,99.91499999999999
488,2014-05-04,99.82749999999999
489,2014-05-05,99.74
490,2014-05-06,99.81
491,2014-05-07,101.06
492,2014-05-08,100.52
493,2014-05-09,100.32
494,2014-05-10,100.60499999999999
495,2014-05-11,100.7475
496,2014-05-12,100.89
497,2014-05-13,102.01
498,2014-05-14,102.63
499,2014-05-15,101.74
500,2014-05-16,102.31
501,2014-05-17,102.63
502,2014-05-18,102.78999999999999
503,2014-05-19,102.95
504,2014-05-20,102.8
505,2014-05-21,104.31
506,2014-05-22,104.03
507,2014-05-23,105.01
508,2014-05-24,104.89500000000001
509,2014-05-25,104.8375
510,2014-05-26,104.80875
511,2014-05-27,104.78
512,2014-05-28,103.37
513,2014-05-29,104.26
514,2014-05-30,103.4
515,2014-05-31,103.235
516,2014-06-01,103.1525
517,2014-06-02,103.07
518,2014-06-03,103.34
519,2014-06-04,103.27
520,2014-06-05,103.17
521,2014-06-06,103.32
522,2014-06-07,104.205
523,2014-06-08,104.64750000000001
524,2014-06-09,105.09
525,2014-06-10,105.02
526,2014-06-11,105.04
527,2014-06-12,107.2
528,2014-06-13,107.49
529,2014-06-14,107.505
530,2014-06-15,107.51249999999999
531,2014-06-16,107.52
532,2014-06-17,106.95
533,2014-06-18,106.64
534,2014-06-19,107.08
535,2014-06-20,107.95
536,2014-06-21,107.39
537,2014-06-22,107.11
538,2014-06-23,106.83
539,2014-06-24,106.64
540,2014-06-25,107.04
541,2014-06-26,106.49
542,2014-06-27,106.46
543,2014-06-28,106.26499999999999
544,2014-06-29,106.16749999999999
545,2014-06-30,106.07
546,2014-07-01,106.06
547,2014-07-02,105.18
548,2014-07-03,104.76
549,2014-07-04,104.475
550,2014-07-05,104.3325
551,2014-07-06,104.26124999999999
552,2014-07-07,104.19
553,2014-07-08,104.06
554,2014-07-09,102.93
555,2014-07-10,103.61
556,2014-07-11,101.48
557,2014-07-12,101.605
558,2014-07-13,101.6675
559,2014-07-14,101.73
560,2014-07-15,100.56
561,2014-07-16,101.88
562,2014-07-17,103.84
563,2014-07-18,103.83
564,2014-07-19,104.58500000000001
565,2014-07-20,104.9625
566,2014-07-21,105.34
567,2014-07-22,104.59
568,2014-07-23,103.81
569,2014-07-24,102.76
570,2014-07-25,105.23
571,2014-07-26,105.45500000000001
572,2014-07-27,105.56750000000001
573,2014-07-28,105.68
574,2014-07-29,104.91
575,2014-07-30,104.29
576,2014-07-31,98.23
577,2014-08-01,97.86
578,2014-08-02,98.06
579,2014-08-03,98.16
580,2014-08-04,98.26
581,2014-08-05,97.34
582,2014-08-06,96.93
583,2014-08-07,97.34
584,2014-08-08,97.61
585,2014-08-09,97.85
586,2014-08-10,97.97
587,2014-08-11,98.09
588,2014-08-12,97.36
589,2014-08-13,97.57
590,2014-08-14,95.54
591,2014-08-15,97.3
592,2014-08-16,96.87
593,2014-08-17,96.655
594,2014-08-18,96.44
595,2014-08-19,94.35
596,2014-08-20,96.4
597,2014-08-21,93.97
598,2014-08-22,93.61
599,2014-08-23,94.5
600,2014-08-24,94.945
601,2014-08-25,95.39
602,2014-08-26,95.78
603,2014-08-27,95.82
604,2014-08-28,96.44
605,2014-08-29,97.86
606,2014-08-30,95.39
607,2014-08-31,94.155
608,2014-09-01,93.5375
609,2014-09-02,92.92
610,2014-09-03,95.5
611,2014-09-04,94.51
612,2014-09-05,93.32
613,2014-09-06,92.97999999999999
614,2014-09-07,92.81
615,2014-09-08,92.64
616,2014-09-09,92.73
617,2014-09-10,91.71
618,2014-09-11,92.89
619,2014-09-12,92.18
620,2014-09-13,92.52000000000001
621,2014-09-14,92.69
622,2014-09-15,92.86
623,2014-09-16,94.91
624,2014-09-17,94.33
625,2014-09-18,93.07
626,2014-09-19,92.43
627,2014-09-20,91.945
628,2014-09-21,91.70249999999999
629,2014-09-22,91.46
630,2014-09-23,91.55
631,2014-09-24,93.6
632,2014-09-25,93.59
633,2014-09-26,95.55
634,2014-09-27,95.03999999999999
635,2014-09-28,94.785
636,2014-09-29,94.53
637,2014-09-30,91.17
638,2014-10-01,90.74
639,2014-10-02,91.02
640,2014-10-03,89.76
641,2014-10-04,90.045
642,2014-10-05,90.1875
643,2014-10-06,90.33
644,2014-10-07,88.89
645,2014-10-08,87.29
646,2014-10-09,85.76
647,2014-10-10,85.87
648,2014-10-11,85.80000000000001
649,2014-10-12,85.76500000000001
650,2014-10-13,85.73
651,2014-10-14,81.72
652,2014-10-15,81.82
653,2014-10-16,82.33
654,2014-10-17,82.8
655,2014-10-18,82.78
656,2014-10-19,82.77000000000001
657,2014-10-20,82.76
658,2014-10-21,83.25
659,2014-10-22,80.52
660,2014-10-23,82.81
661,2014-10-24,81.27
662,2014-10-25,81.265
663,2014-10-26,81.2625
664,2014-10-27,81.26
665,2014-10-28,81.36
666,2014-10-29,82.25
667,2014-10-30,81.06
668,2014-10-31,80.53
669,2014-11-01,79.65
670,2014-11-02,79.21000000000001
671,2014-11-03,78.77
672,2014-11-04,77.15
673,2014-11-05,78.71
674,2014-11-06,77.87
675,2014-11-07,78.71
676,2014-11-08,78.07
677,2014-11-09,77.75
678,2014-11-10,77.43
679,2014-11-11,77.85
680,2014-11-12,77.16
681,2014-11-13,74.13
682,2014-11-14,75.91
683,2014-11-15,75.775
684,2014-11-16,75.70750000000001
685,2014-11-17,75.64
686,2014-11-18,74.55
687,2014-11-19,74.55
688,2014-11-20,75.63
689,2014-11-21,76.52
690,2014-11-22,76.13
691,2014-11-23,75.935
692,2014-11-24,75.74
693,2014-11-25,74.04
694,2014-11-26,73.7
695,2014-11-27,69.82
696,2014-11-28,65.94
697,2014-11-29,67.46000000000001
698,2014-11-30,68.22
699,2014-12-01,68.98
700,2014-12-02,66.99
701,2014-12-03,67.3
702,2014-12-04,66.73
703,2014-12-05,65.89
704,2014-12-06,64.51
705,2014-12-07,63.82000000000001
706,2014-12-08,63.13
707,2014-12-09,63.74
708,2014-12-10,60.99
709,2014-12-11,60.01
710,2014-12-12,57.81
711,2014-12-13,56.885000000000005
712,2014-12-14,56.4225
713,2014-12-15,55.96
714,2014-12-16,55.97
715,2014-12-17,56.43
716,2014-12-18,54.18
717,2014-12-19,56.91
718,2014-12-20,56.08
719,2014-12-21,55.665
720,2014-12-22,55.25
721,2014-12-23,56.78
722,2014-12-24,55.7
723,2014-12-25,55.145
724,2014-12-26,54.59
725,2014-12-27,54.025000000000006
726,2014-12-28,53.74250000000001
727,2014-12-29,53.46
728,2014-12-30,54.14
729,2014-12-31,53.45
730,2015-01-01,53.085
731,2015-01-02,52.72
732,2015-01-03,51.385
733,2015-01-04,50.7175
734,2015-01-05,50.05
735,2015-01-06,47.98
736,2015-01-07,48.69
737,2015-01-08,48.8
738,2015-01-09,48.35
739,2015-01-10,47.205
740,2015-01-11,46.6325
741,2015-01-12,46.06
742,2015-01-13,45.92
743,2015-01-14,48.49
744,2015-01-15,46.37
745,2015-01-16,48.49
746,2015-01-17,47.64
747,2015-01-18,47.215
748,2015-01-19,47.0025
749,2015-01-20,46.79
750,2015-01-21,47.85
751,2015-01-22,45.93
752,2015-01-23,45.26
753,2015-01-24,45.03
754,2015-01-25,44.915
755,2015-01-26,44.8
756,2015-01-27,45.84
757,2015-01-28,44.08
758,2015-01-29,44.12
759,2015-01-30,47.79
760,2015-01-31,48.519999999999996
761,2015-02-01,48.885
762,2015-02-02,49.25
763,2015-02-03,53.04
764,2015-02-04,48.45
765,2015-02-05,50.48
766,2015-02-06,51.66
767,2015-02-07,52.325
768,2015-02-08,52.6575
769,2015-02-09,52.99
770,2015-02-10,50.06
771,2015-02-11,48.8
772,2015-02-12,51.17
773,2015-02-13,52.66
774,2015-02-14,53.11
775,2015-02-15,53.335
776,2015-02-16,53.447500000000005
777,2015-02-17,53.56
778,2015-02-18,52.13
779,2015-02-19,51.12
780,2015-02-20,49.95
781,2015-02-21,49.755
782,2015-02-22,49.6575
783,2015-02-23,49.56
784,2015-02-24,48.48
785,2015-02-25,50.25
786,2015-02-26,47.65
787,2015-02-27,49.84
788,2015-02-28,49.715
789,2015-03-01,49.6525
790,2015-03-02,49.59
791,2015-03-03,50.43
792,2015-03-04,51.53
793,2015-03-05,50.76
794,2015-03-06,49.61
795,2015-03-07,49.78
796,2015-03-08,49.865
797,2015-03-09,49.95
798,2015-03-10,48.42
799,2015-03-11,48.06
800,2015-03-12,47.12
801,2015-03-13,44.88
802,2015-03-14,44.405
803,2015-03-15,44.167500000000004
804,2015-03-16,43.93
805,2015-03-17,43.39
806,2015-03-18,44.63
807,2015-03-19,44.02
808,2015-03-20,46.0
809,2015-03-21,46.7
810,2015-03-22,47.05
811,2015-03-23,47.4
812,2015-03-24,47.03
813,2015-03-25,48.75
814,2015-03-26,51.41
815,2015-03-27,48.83
816,2015-03-28,48.745
817,2015-03-29,48.7025
818,2015-03-30,48.66
819,2015-03-31,47.72
820,2015-04-01,50.12
821,2015-04-02,49.13
822,2015-04-03,50.605000000000004
823,2015-04-04,51.3425
824,2015-04-05,51.71125
825,2015-04-06,52.08
826,2015-04-07,53.95
827,2015-04-08,50.44
828,2015-04-09,50.79
829,2015-04-10,51.63
830,2015-04-11,51.790000000000006
831,2015-04-12,51.870000000000005
832,2015-04-13,51.95
833,2015-04-14,53.3
834,2015-04-15,56.25
835,2015-04-16,56.69
836,2015-04-17,55.71
837,2015-04-18,56.04
838,2015-04-19,56.205
839,2015-04-20,56.37
840,2015-04-21,55.58
841,2015-04-22,56.17
842,2015-04-23,56.59
843,2015-04-24,55.98
844,2015-04-25,55.769999999999996
845,2015-04-26,55.665
846,2015-04-27,55.56
847,2015-04-28,57.05
848,2015-04-29,58.55
849,2015-04-30,59.62
